A,16.55,17.29
AA,7.61,8.44
AAPL,81.97,82.58
ABC,27.54,29.75
ABI,27.88,27.81
ABK,11.25,12.41
ABT,50.63,51.52
ACAS,4.4,4.43
ACE,52.73,52.75
ACS,36.3,37.3
ADBE,21.1,21.38
ADI,17.24,16.92
ADM,22.69,24.83
ADP,32.09,35.25
ADSK,13.4,14.37
AEE,30.37,32.66
AEP,28.43,29.01
AES,7.1,7.26
AET,18.65,17.68
AFL,31.48,33.71
AGN,30.24,31.57
AIG,1.7,1.6
AIV,8.25,9.0
AIZ,13.11,15.06
AKAM,9.49,10.52
ALL,18.64,21.52
ALTR,13.62,14.27
AMAT,8.28,8.35
AMD,1.99,1.82
AMGN,51.55,54.9
AMP,13.22,12.37
AMT,20.62,20.92
AMZN,36.3,37.87
AN,6.42,6.45
ANF,14.68,14.64
AOC,41.51,42.18
APA,63.85,68.07
APC,30.17,33.07
APD,42.67,44.44
APOL,66.4,70.09
ASH,46.29,46.43
ATI,15.63,16.94
AVB,43.92,47.8
AVP,18.81,19.65
AVY,25.68,27.03
AW,9.25,9.28
AXP,18.415,18.69
AYE,28.17,30.37
AZO,90.0,92.41
BA,37.18,39.58
BAC,12.08,11.47
BAX,48.9,51.21
BBBY,17.33,17.54
BBT,23.79,24.71
BBY,19.02,17.63
BC,16.47,16.89
BCR,76.99,81.01
BDK,33.75,35.54
BDX,60.24,61.13
BEN,51.38,52.1
BF.B,44.0,43.67
BHI,27.98,29.32
BIG,13.9,14.84
BIIB,39.9,39.64
BJS,9.1,10.13
BK,25.32,25.84
BLL,29.46,30.18
BMC,23.05,23.41
BMS,22.81,24.44
BMY,18.92,19.11
BNI,72.61,73.29
BRCM,14.0,14.09
BRL,64.22,64.58
BSC,84.11,86.72
BSX,5.62,6.14
BTU,17.2,18.75
BUD,47.74,47.7
BXP,43.54,43.65
C,5.44,3.77
CA,14.65,14.96
CAG,14.1,14.55
CAH,28.76,30.23
CAM,17.6,18.4
CAT,33.66,34.67
CB,43.62,42.76
CBE,23.94,24.13
CBG,3.62,3.49
CBH,37.67,38.01
CBS,4.75,4.98
CC,4.76,4.87
CCE,7.96,8.13
CCL,15.93,15.77
CCU,31.35,32.14
CEG,23.5,24.07
CELG,51.46,47.5
CFC,6.85,6.96
CHK,15.03,16.97
CHRW,44.6,48.14
CI,9.13,8.82
CIEN,5.52,5.77
CINF,24.31,24.51
CIT,2.19,1.83
CL,61.8,62.65
CLX,58.01,58.62
CMA,17.16,17.13
CMCSA,13.35,14.07
CME,164.35,175.78
CMI,18.34,20.58
CMS,8.78,9.57
CNP,11.3,11.99
CNX,19.71,20.8
COF,26.35,26.83
COH,13.89,14.74
COL,28.56,30.39
COP,42.95,46.84
COST,45.25,46.71
COV,33.38,33.92
CPB,35.96,36.27
CPWR,5.31,5.61
CSC,24.23,26.0
CSCO,14.81,15.17
CSX,32.56,33.7
CTAS,20.14,21.21
CTL,22.14,22.01
CTSH,14.9,15.58
CTX,6.25,5.51
CTXS,21.42,22.89
CVG,4.13,4.39
CVH,10.24,10.57
CVS,27.49,26.39
CVX,65.46,70.49
CZN,11.07,11.49
D,34.25,36.93
DD,22.47,23.03
DDR,3.7,2.75
DDS,16.07,16.26
DE,29.86,30.97
DELL,10.29,9.3
DF,12.55,11.51
DFS,7.11,7.65
DGX,41.73,43.08
DHI,4.8,4.34
DHR,50.0,52.94
DIS,19.24,21.12
DOV,24.0,25.47
DOW,17.52,17.38
DRI,13.87,14.3
DTE,34.35,36.73
DTV,17.85,20.01
DUK,14.99,15.04
DVN,61.14,68.96
DYN,1.6,1.77
EBAY,11.33,12.01
ECL,31.46,33.07
ED,38.27,40.0
EDS,18.75,19.05
EFX,20.41,21.21
EIX,30.23,31.57
EK,7.0,6.93
EL,25.2,25.65
EMC,9.02,9.3
EMN,27.37,27.35
EMR,30.77,32.18
EOG,66.88,74.71
EP,5.75,6.34
EQ,25.04,25.61
EQR,22.62,25.35
ERTS,17.65,18.87
ESRX,50.38,53.72
ESV,24.62,27.08
ETFC,1.0,0.9
ETN,40.0,41.76
ETR,78.73,85.76
EXC,46.2,50.0
EXPD,26.75,29.13
EXPE,6.21,6.53
F,1.47,1.43
FCX,18.7,19.33
FDO,25.6,25.38
FDX,57.76,60.91
FE,52.44,56.82
FHN,8.25,8.08
FII,17.52,17.61
FIS,13.53,13.8
FISV,29.54,30.07
FITB,8.09,7.49
FLR,30.61,31.9
FNM,28.0,28.27
FO,32.0,32.83
FPL,44.26,48.37
FRE,25.53,26.18
FRX,20.53,20.31
GAS,36.46,38.42
GCI,6.23,6.32
GD,49.86,51.95
GE,13.56,14.03
GENZ,67.48,67.19
GGP,34.8,37.37
GILD,41.74,41.46
GIS,62.76,64.7
GLW,8.23,8.04
GM,3.04,3.06
GME,18.67,17.98
GNW,1.1,0.9
GOOG,262.22,262.43
GPC,36.66,37.2
GPS,10.98,12.1
GR,25.67,28.13
GS,54.54,53.31
GT,4.54,5.01
GWW,61.49,64.53
HAL,14.07,15.33
HAR,10.66,11.94
HAS,22.77,24.44
HBAN,6.36,6.26
HCBK,15.88,16.41
HD,18.82,19.29
HES,40.12,44.87
HIG,6.35,4.95
HNZ,38.89,39.57
HOG,12.63,12.04
HON,24.25,25.38
HOT,12.02,12.2
HPC,18.13,18.74
HPQ,32.56,34.64
HRB,16.02,17.36
HSP,26.58,27.18
HST,5.21,5.94
HSY,33.27,34.69
HUM,25.9,24.56
IACI,21.6,22.06
IBM,72.74,74.88
ICE,52.36,58.5
IFF,25.36,27.27
IGT,7.75,7.69
INTC,12.44,13.11
INTU,21.0,22.6
IP,10.69,11.06
IPG,2.77,3.67
IR,12.77,12.84
ITT,37.05,37.8
ITW,29.76,30.49
JAVA,3.09,3.02
JBL,5.43,5.39
JCI,14.47,15.63
JCP,14.73,15.14
JDSU,2.21,2.22
JEC,27.28,29.36
JNJ,56.48,58.35
JNPR,14.22,14.91
JNS,6.08,6.45
JNY,2.94,2.93
JPM,23.74,22.72
JWN,8.68,7.81
K,41.41,43.02
KBH,9.02,8.02
KEY,7.98,6.27
KFT,25.36,26.56
KG,8.25,8.62
KIM,11.66,11.28
KLAC,15.47,16.57
KMB,55.09,55.56
KO,41.64,44.0
KR,24.93,26.21
KSS,26.11,26.15
LEG,12.47,13.13
LEH,53.51,55.57
LEN,4.1,3.64
LH,59.46,59.71
LIZ,1.75,1.79
LLL,60.13,63.93
LLTC,18.74,18.9
LLY,30.23,30.43
LM,13.87,14.03
LMT,68.07,72.68
LNC,5.96,6.36
LOW,17.2,17.15
LSI,2.54,2.53
LTD,7.32,7.65
LTR,42.95,43.68
LUK,14.05,14.56
LUV,7.97,7.96
LXK,23.48,24.04
M,6.06,5.73
MAR,12.76,12.92
MAS,7.76,7.44
MAT,11.59,11.75
MBI,4.44,4.24
MCD,53.68,55.15
MCHP,17.44,17.56
MCK,29.09,30.41
MCO,16.16,17.77
MDP,13.2,12.66
MDT,29.54,30.98
MER,8.68,8.34
MET,17.15,18.48
MHP,19.13,20.72
MHS,36.77,37.32
MI,12.48,13.06
MIL,45.12,47.6
