A,15.6,16.24
AA,11.36,12.11
AAPL,85.58,90.75
ABC,36.0,35.57
ABI,32.37,32.86
ABK,11.25,12.41
ABT,53.53,53.56
ACAS,3.31,3.68
ACE,52.73,52.75
ACS,46.6,47.8
ADBE,21.11,23.02
ADI,19.0,19.67
ADM,28.93,29.19
ADP,39.62,40.41
ADSK,19.55,20.68
AEE,33.34,34.12
AEP,33.49,34.0
AES,8.24,8.64
AET,28.59,29.41
AFL,46.35,46.28
AGN,40.44,41.49
AIG,1.57,1.69
AIV,11.97,11.64
AIZ,30.0,30.24
AKAM,15.08,15.74
ALL,32.76,33.26
ALTR,16.85,17.1
AMAT,10.12,10.67
AMD,2.19,2.38
AMGN,58.32,58.99
AMP,23.4,24.0
AMT,29.96,30.19
AMZN,51.1,54.36
AN,9.88,10.64
ANF,23.29,24.36
AOC,46.19,45.12
APA,74.84,79.26
APC,38.75,40.62
APD,50.31,53.06
APOL,76.89,78.37
ASH,46.29,46.43
ATI,25.98,27.05
AVB,61.06,59.66
AVP,23.92,25.1
AVY,33.37,33.61
AW,10.66,10.77
AXP,18.57,19.33
AYE,33.95,34.24
AZO,138.94,140.57
BA,42.8,45.25
BAC,13.92,14.33
BAX,53.83,55.08
BBBY,25.51,26.49
BBT,27.39,26.73
BBY,27.96,29.02
BC,16.47,16.89
BCR,84.5,85.01
BDK,41.93,43.78
BDX,68.59,69.86
BEN,63.86,66.6
BF.B,52.11,52.8
BHI,32.18,34.33
BIG,14.3,14.53
BIIB,47.49,48.49
BJS,11.89,12.43
BK,28.35,28.52
BLL,42.24,42.79
BMC,26.7,27.65
BMS,24.06,24.63
BMY,23.25,23.88
BNI,75.93,78.45
BRCM,17.02,17.57
BRL,49.13,49.21
BSC,84.11,86.72
BSX,7.72,7.88
BTU,23.53,25.06
BUD,47.74,47.7
BXP,55.3,55.13
C,6.87,7.14
CA,17.8738,18.9
CAG,16.54,16.8
CAH,34.93,35.22
CAM,20.9,22.07
CAT,44.91,46.91
CB,50.28,50.32
CBE,29.91,30.67
CBG,4.43,4.48
CBH,37.67,38.01
CBS,8.19,8.91
CC,4.76,4.87
CCE,12.0,12.36
CCL,24.18,25.55
CCU,31.35,32.14
CEG,25.41,25.92
CELG,54.94,56.49
CFC,6.85,6.96
CHK,16.24,17.27
CHRW,55.25,55.85
CI,16.91,17.79
CIEN,6.69,6.98
CINF,29.11,28.97
CIT,4.53,4.58
CL,68.47,69.32
CLX,55.9,56.37
CMA,20.49,20.95
CMCSA,16.79,17.99
CME,204.5,212.58
CMI,26.82,29.24
CMS,10.18,10.45
CNP,12.76,12.85
CNX,28.69,32.15
COF,31.8,33.31
COH,20.84,22.02
COL,39.25,40.8
COP,51.98,54.85
COST,52.05,53.35
COV,36.42,37.37
CPB,30.18,30.43
CPWR,6.77,7.08
CSC,35.47,37.1
CSCO,16.3,16.96
CSX,32.57,34.62
CTAS,23.23,23.87
CTL,27.3,28.42
CTSH,17.96,19.12
CTX,10.3,10.87
CTXS,23.57,24.36
CVG,6.39,6.86
CVH,14.87,15.29
CVS,28.81,29.38
CVX,74.23,76.52
CZN,11.07,11.49
D,35.93,36.54
DD,25.42,26.18
DDR,5.4,5.68
DDS,16.07,16.26
DE,38.74,41.51
DELL,10.31,10.75
DF,18.02,19.11
DFS,9.69,9.51
DGX,52.47,52.86
DHI,7.1,7.34
DHR,56.56,57.8
DIS,22.76,23.92
DOV,33.0,34.83
DOW,15.18,15.41
DRI,28.49,29.54
DTE,36.13,36.21
DTV,22.92,24.18
DUK,15.05,15.4
DVN,65.94,68.49
DYN,2.05,2.38
EBAY,14.03,14.66
ECL,35.7,35.83
ED,39.0,39.26
EDS,18.75,19.05
EFX,27.03,27.65
EIX,32.03,33.03
EK,6.49,6.87
EL,31.51,32.65
EMC,10.34,10.86
EMN,31.84,33.04
EMR,36.72,37.95
EOG,67.94,70.39
EP,7.83,8.31
EQ,36.58,37.31
EQR,29.87,28.23
ERTS,16.05,17.44
ESRX,54.81,56.69
ESV,28.25,30.33
ETFC,1.15,1.31
ETN,49.7,51.82
ETR,83.71,84.69
EXC,55.75,57.17
EXPD,33.1,34.43
EXPE,8.21,8.79
F,2.3,2.46
FCX,24.88,26.74
FDO,26.12,25.99
FDX,64.16,64.44
FE,48.52,49.66
FHN,10.71,11.2
FII,17.3,17.44
FIS,16.36,17.05
FISV,36.12,38.19
FITB,8.24,8.59
FLR,45.88,47.89
FNM,28.0,28.27
FO,41.4,42.81
FPL,50.26,51.66
FRE,25.53,26.18
FRX,25.59,26.26
GAS,35.25,35.06
GCI,8.13,8.58
GD,57.76,59.76
GE,16.51,17.07
GENZ,66.04,68.07
GGP,34.8,37.37
GILD,51.15,52.18
GIS,60.93,60.36
GLW,9.6,10.05
GM,3.54,3.65
GME,21.73,23.19
GNW,2.89,2.86
GOOG,308.01,321.32
GPC,38.1,39.38
GPS,13.71,14.07
GR,37.35,39.71
GS,84.02,86.76
GT,6.04,6.51
GWW,78.85,80.59
HAL,18.18,19.45
HAR,16.85,18.2
HAS,29.36,29.6
HBAN,7.83,7.98
HCBK,15.79,15.22
HD,23.07,24.13
HES,53.91,57.25
HIG,16.68,17.09
HNZ,37.78,38.93
HOG,17.25,18.4
HON,32.93,34.66
HOT,19.27,20.8
HPC,18.13,18.74
HPQ,36.25,36.81
HRB,23.0,22.51
HSP,26.79,27.47
HST,7.85,7.73
HSY,35.11,35.81
HUM,37.38,37.27
IACI,21.6,22.06
IBM,83.89,87.37
ICE,82.21,84.57
IFF,30.19,30.6
IGT,11.88,12.8
INTC,14.7,15.2
INTU,23.79,24.4
IP,11.86,12.43
IPG,4.05,4.28
IR,17.72,18.82
ITT,46.65,48.79
ITW,35.15,36.67
JAVA,3.82,4.22
JBL,6.71,7.09
JCI,18.22,19.32
JCP,19.68,20.51
JDSU,3.71,4.13
JEC,48.96,50.42
JNJ,60.13,60.65
JNPR,17.52,18.39
JNS,8.09,8.95
JNY,5.71,6.0
JPM,31.19,31.35
JWN,13.34,14.55
K,43.98,45.05
KBH,13.95,13.85
KEY,8.49,8.87
KFT,26.93,27.34
KG,10.65,10.79
KIM,18.48,18.2
KLAC,21.49,22.48
KMB,53.0,53.65
KO,45.4,45.9
KR,26.49,26.54
KSS,36.32,37.56
LEG,15.29,15.68
LEH,53.51,55.57
LEN,8.6,9.18
LH,64.99,64.93
LIZ,18.05,18.41
LLL,74.72,75.76
LLTC,22.19,22.81
LLY,40.38,40.57
LM,21.95,22.75
LMT,84.34,85.55
LNC,18.79,19.95
LOW,21.5,22.64
LSI,3.27,3.57
LTD,10.14,10.73
LTR,42.95,43.68
LUK,20.06,21.51
LUV,8.61,8.97
LXK,27.2,27.34
M,10.44,10.98
MAR,19.52,20.06
MAS,11.23,11.37
MAT,16.06,16.65
MBI,4.24,4.5
MCD,62.38,63.75
MCHP,19.49,19.57
MCK,38.85,39.02
MCO,20.66,22.16
MDP,16.93,17.64
MDT,31.51,32.61
MER,52.37,54.42
MET,35.27,35.97
MHP,23.23,24.61
MHS,42.03,42.73
MI,13.85,13.78
MIL,51.66,52.61
MKC,32.18,32.23
MMC,24.17,24.94
MMM,57.55,59.19
MNST,28.07,28.48
MO,15.18,15.2
MOLX,14.49,15.14
MON,70.48,73.72
MOT,4.45,4.67
MRK,30.46,31.0
MRO,27.5,28.98
MS,16.01,16.99
MSFT,19.54,20.33
MTB,58.74,57.32
MTG,14.99,15.98
MTW,8.99,9.49
MU,2.65,2.84
MUR,44.34,47.45
MWV,11.35,11.44
MYL,9.93,10.02
NBL,49.52,52.38
NBR,12.01,13.27
NCC,16.8,17.24
NE,22.29,23.75
NEM,40.13,40.33
NI,11.0,11.14
NKE,50.95,53.06
NOC,45.71,46.6
NOV,24.54,26.83
NOVL,3.88,3.97
NSC,46.91,49.07
NSM,10.1,10.82
NTAP,13.91,14.77
NTRS,52.0,53.22
NUE,46.95,48.3
NVDA,8.07,8.71
NVLS,12.26,12.96
NWL,9.8,10.52
NWS.A,19.1,19.48
NYT,7.21,7.59
NYX,27.41,28.42
ODP,3.04,3.5
OMC,26.9,28.3
OMX,23.64,23.22
ORCL,17.64,18.41
OXY,60.61,62.16
PAYX,26.31,26.94
PBG,22.51,22.81
PBI,25.78,26.44
PCAR,28.61,30.88
PCG,38.49,38.81
PCL,35.2,33.6
PCP,60.3,63.4
PDCO,18.77,19.42
PEG,29.0,30.05
PEP,54.93,55.97
PFE,17.88,18.27
PFG,22.89,23.6
PG,61.69,62.8
PGN,39.9,40.65
PGR,14.83,15.09
PH,43.19,45.16
PHM,11.09,11.17
PKI,13.93,14.17
PLD,13.79,14.17
PLL,28.95,28.9
PNC,48.49,48.59
PNW,32.48,33.12
POM,17.8,18.25
PPG,42.45,43.55
PPL,30.65,31.3
PRU,30.29,30.77
PSA,79.5,75.58
PTV,25.25,25.02
PX,59.77,62.43
Q,3.65,3.69
QCOM,35.9,37.05
QLGC,13.5,13.75
R,39.53,40.42
RAI,40.42,40.39
RDC,16.01,17.25
RF,8.12,8.61
RHI,21.09,21.35
RIG,137.96,140.65
RL,46.65,47.43
ROH,62.02,64.76
ROK,33.0,34.04
RRC,34.6,37.08
RRD,13.75,14.44
RSH,12.14,12.47
RTN,51.19,52.0
RX,15.16,15.91
S,1.83,1.95
SAF,47.64,47.95
SBUX,9.41,9.84
SCHW,16.16,16.18
SE,15.79,16.56
SEE,15.21,15.25
SGP,17.02,17.35
SHLD,38.77,41.49
SHW,59.86,59.99
SIAL,42.23,43.24
SII,23.54,25.03
SLB,42.75,45.62
SLE,9.82,10.13
SLM,8.91,9.07
SNA,39.0,41.1
SNDK,9.7,11.08
SO,37.0,37.47
SOV,2.97,3.09
SPG,53.36,51.49
SPLS,18.09,18.79
SRE,42.73,43.75
SSP,42.59,42.98
STI,29.95,29.92
STJ,33.06,34.27
STR,32.73,34.18
STT,39.52,41.1
STZ,15.82,16.45
SUN,42.39,43.88
SVU,14.59,14.88
SWK,34.79,35.47
SWY,23.99,24.05
SYK,40.47,41.31
SYMC,13.48,14.8
SYY,23.01,23.95
T,28.74,29.42
TAP,48.71,49.52
TDC,14.99,15.92
TE,12.35,12.71
TEG,43.45,44.23
TEL,16.49,17.23
TER,4.22,4.67
TEX,67.93,69.1
TGT,34.64,34.63
THC,1.18,1.27
TIE,8.89,9.26
TIF,23.93,25.54
TJX,20.41,21.55
TLAB,4.12,4.2
TMK,45.45,44.89
TMO,34.21,35.36
TROW,35.34,36.4
TRV,45.26,45.2
TSN,8.81,9.35
TSO,13.05,13.79
TSS,14.0,14.86
TT,44.4,45.05
TWX,10.06,10.63
TXN,15.5,16.04
TXT,14.05,15.37
TYC,22.1,22.74
UIS,4.17,4.36
UNH,26.7,27.59
UNM,18.45,18.43
UNP,47.93,50.13
UPS,55.32,56.11
USB,25.04,25.25
UST,56.09,56.85
UTX,53.46,54.95
VAR,35.14,36.28
VFC,55.5,56.87
VIA.B,19.27,19.73
VLO,21.69,23.24
VMC,71.26,69.74
VNO,60.18,58.29
VRSN,19.19,20.62
VZ,34.12,34.64
WAG,24.65,25.55
WAT,36.7,38.09
WB,34.16,34.72
WEN,24.09,24.71
WFC,29.18,30.0
WFMI,9.49,9.89
WFR,14.33,15.66
WFT,10.86,11.66
WHR,41.35,43.62
WIN,9.19,9.44
WLP,42.25,43.85
