A,18.23,19.32
AA,7.79,8.06
AAPL,92.78,96.46
ABC,37.92,38.4
ABI,32.37,32.86
ABK,11.25,12.41
ABT,55.84,56.53
ACAS,2.39,2.48
ACE,52.73,52.75
ACS,44.93,46.0
ADBE,19.6,20.91
ADI,20.81,21.98
ADM,25.5,26.66
ADP,37.6,38.76
ADSK,17.3,17.81
AEE,33.51,33.81
AEP,32.84,33.63
AES,8.28,8.24
AET,32.65,33.47
AFL,21.11,23.11
AGN,39.47,39.96
AIG,1.02,1.0
AIV,8.53,7.73
AIZ,24.62,25.82
AKAM,15.5,16.73
ALL,21.38,21.58
ALTR,15.57,16.67
AMAT,9.71,10.23
AMD,2.26,2.36
AMGN,55.97,57.11
AMP,20.58,21.87
AMT,29.79,30.64
AMZN,61.15,63.18
AN,9.92,10.3
ANF,19.15,19.98
AOC,37.16,36.45
APA,75.35,77.92
APC,39.09,41.06
APD,52.87,54.13
APOL,84.0,84.72
ASH,46.29,46.43
ATI,23.56,24.44
AVB,49.23,47.04
AVP,20.75,21.76
AVY,23.82,24.26
AW,10.66,10.77
AXP,16.4,17.03
AYE,33.65,33.92
AZO,136.5,139.86
BA,41.75,42.72
BAC,4.56,4.84
BAX,59.27,60.46
BBBY,22.98,23.7
BBT,18.25,17.43
BBY,27.94,29.35
BC,16.47,16.89
BCR,86.12,87.24
BDK,28.69,28.9
BDX,73.55,74.05
BEN,51.51,53.76
BF.B,46.55,47.16
BHI,34.09,35.61
BIG,13.6,13.74
BIIB,52.09,53.28
BJS,11.23,11.78
BK,27.08,27.49
BLL,39.5,40.22
BMC,26.96,28.11
BMS,22.45,22.42
BMY,22.61,22.76
BNI,67.85,69.6
BRCM,16.12,17.47
BRL,49.13,49.21
BSC,84.11,86.72
BSX,9.13,9.31
BTU,26.03,27.63
BUD,47.74,47.7
BXP,42.02,42.84
C,3.46,3.53
CA,17.73,18.29
CAG,17.52,17.46
CAH,37.43,39.0
CAM,21.24,21.92
CAT,30.35,31.61
CB,42.67,42.59
CBE,26.97,27.92
CBG,3.9,3.91
CBH,37.67,38.01
CBS,5.72,5.99
CC,4.76,4.87
CCE,11.8,12.05
CCL,18.92,19.33
CCU,31.35,32.14
CEG,26.32,26.75
CELG,52.87,55.08
CFC,6.85,6.96
CHK,16.98,17.89
CHRW,46.28,48.35
CI,18.44,21.39
CIEN,5.96,6.46
CINF,21.5,21.36
CIT,2.81,2.96
CL,63.79,64.42
CLX,52.5,53.13
CMA,16.61,16.97
CMCSA,14.01,13.83
CME,170.96,178.05
CMI,25.16,26.48
CMS,11.5,11.87
CNP,13.91,14.3
CNX,28.55,30.62
COF,14.36,14.21
COH,14.66,14.91
COL,37.42,38.11
COP,45.58,46.91
COST,42.75,43.83
COV,39.49,39.53
CPB,30.8,30.72
CPWR,6.6,6.77
CSC,37.77,38.79
CSCO,15.58,16.35
CSX,30.06,30.94
CTAS,21.93,23.04
CTL,26.98,27.0
CTSH,18.9,19.66
CTX,8.98,9.74
CTXS,21.91,22.69
CVG,7.54,8.2
CVH,15.41,16.34
CVS,27.23,28.56
CVX,71.48,73.25
CZN,11.07,11.49
D,36.53,36.78
DD,23.26,23.79
DDR,4.74,4.2
DDS,16.07,16.26
DE,37.11,39.64
