A,31.27,30.61
AA,38.77,37.14
AAPL,129.31,125.02
ABC,41.93,41.72
ABI,33.64,33.71
ABK,11.0,11.14
ABT,54.12,53.55
ACAS,37.05,36.29
ACE,57.55,56.24
ACS,52.34,50.75
ADBE,34.91,33.65
ADI,27.71,26.92
ADM,46.3,45.1
ADP,40.0,39.95
ADSK,32.8,31.09
AEE,43.08,42.7
AEP,41.66,40.92
AES,18.6,17.98
AET,51.01,49.6
AFL,63.23,62.41
AGN,60.36,59.23
AIG,47.06,46.86
AIV,35.13,34.45
AIZ,63.85,62.55
AKAM,32.9,35.16
ALL,47.95,47.73
ALTR,17.48,17.11
AMAT,19.6,19.17
AMD,6.98,7.21
AMGN,44.98,45.52
AMP,53.25,50.64
AMT,40.21,38.44
AMZN,67.0,64.47
AN,14.95,14.57
ANF,78.57,77.53
AOC,42.25,41.61
APA,119.13,114.71
APC,64.7,63.74
APD,92.97,91.33
APOL,63.22,61.38
ASH,44.89,44.17
ATI,82.56,77.35
AVB,94.44,92.43
AVP,38.8,38.06
AVY,51.82,51.32
AW,10.7,10.34
AXP,44.02,42.3
AYE,51.75,50.67
AZO,118.18,115.08
BA,84.03,82.79
BAC,41.02,39.74
BAX,59.26,59.02
BBBY,28.98,28.34
BBT,32.52,31.13
BBY,44.41,43.01
BC,16.81,16.29
BCR,95.84,94.79
BDK,70.48,68.77
BDX,91.04,90.42
BEN,98.14,94.37
BF.B,64.2,63.77
BHI,69.74,67.29
BIG,17.49,16.85
BIIB,59.86,58.36
BJS,26.71,25.94
BK,45.78,43.87
BLL,45.33,44.1
BMC,31.8,32.28
BMS,25.27,24.82
BMY,22.98,22.61
BNI,88.25,87.78
BRCM,19.39,18.91
BRL,47.8,47.15
BSC,82.7,79.86
BSX,12.63,12.59
BTU,58.92,56.62
BUD,48.19,47.09
BXP,87.15,86.17
C,24.66,23.71
CA,23.11,22.88
CAG,22.13,22.1
CAH,60.12,59.14
CAM,44.35,42.48
CAT,73.77,72.33
CB,51.98,50.9
CBE,43.72,41.93
CBG,20.89,20.06
CBH,38.0,37.78
CBS,23.55,22.82
CC,4.6,4.42
CCE,24.73,24.43
CCL,40.59,39.35
CCU,32.2,32.0
CEG,91.15,88.35
CELG,56.95,56.4099
CFC,6.55,6.31
CHK,46.09,45.22
CHRW,52.15,50.77
CI,45.84,44.58
CIEN,27.0,25.83
CINF,37.87,37.17
CIT,24.19,22.22
CL,76.52,76.09
CLX,58.41,58.19
CMA,36.88,36.24
CMCSA,19.9,19.54
CME,512.95,513.3
CMI,52.12,50.38
