A,32.76,32.36
AA,11.79,11.64
AAPL,259.18,256.88
ABC,31.54,31.28
ABI,32.37,32.86
ABK,11.25,12.41
ABT,47.77,47.56
ACAS,36.0,36.58
ACE,52.73,52.75
ACS,51.37,52.22
ADBE,32.12,32.08
ADI,29.66,29.17
ADM,25.42,25.27
ADP,40.93,40.88
ADSK,29.49,29.26
AEE,24.45,24.66
AEP,32.06,31.96
AES,10.25,10.27
AET,29.17,29.16
AFL,45.85,44.3
AGN,59.49,60.19
AIG,36.99,35.38
AIV,20.84,20.63
AIZ,35.2,34.7
AKAM,40.32,39.72
ALL,30.68,30.63
ALTR,23.81,23.57
AMAT,13.04,12.92
AMD,8.84,8.57
AMGN,51.78,51.78
AMP,40.79,39.79
AMT,40.74,40.53
AMZN,125.95,125.46
AN,19.95,20.03
ANF,35.7,35.83
AOC,42.93,43.36
APA,92.32,89.54
APC,55.26,52.33
APD,70.66,69.06
APOL,53.02,53.16
ASH,46.29,46.43
ATI,54.41,54.68
AVB,99.72,98.06
AVP,27.13,26.49
AVY,34.55,34.18
AW,10.66,10.77
AXP,40.17,39.87
AYE,20.29,20.46
AZO,192.0,190.88
BA,65.15,64.18
BAC,16.17,15.74
BAX,42.15,42.23
BBBY,45.22,44.87
BBT,31.04,30.24
BBY,42.24,42.25
BC,16.47,16.89
BCR,81.4,80.97
BDK,67.03,69.52
BDX,72.23,71.3
BEN,99.49,98.09
BF.B,56.39,55.46
BHI,40.32,38.14
BIG,36.04,35.33
BIIB,48.22,47.43
BJS,25.51,26.76
BK,27.95,27.2
BLL,49.64,49.25
BMC,36.99,37.01
BMS,29.07,28.68
BMY,23.38,23.21
BNI,88.4,89.1
BRCM,34.39,34.5
BRL,49.13,49.21
BSC,84.11,86.72
BSX,6.2,6.05
BTU,40.1,38.96
BUD,47.74,47.7
BXP,77.92,76.68
C,4.02,3.96
CA,20.12,20.25
CAG,24.31,24.18
CAH,33.62,34.49
CAM,37.82,36.2
CAT,62.42,60.76
CB,50.69,50.24
