A,35.21,35.37
AA,32.33,34.6
AAPL,174.91,176.63
ABC,38.97,38.72
ABI,34.0,33.56
ABK,11.25,12.41
ABT,56.91,57.35
ACAS,21.72,22.0
ACE,53.68,52.86
ACS,51.04,50.9
ADBE,38.29,39.61
ADI,29.8,30.1
ADM,31.53,31.25
ADP,42.04,42.04
ADSK,33.19,33.72
AEE,41.56,41.62
AEP,40.81,40.81
AES,17.76,17.46
AET,36.76,37.11
AFL,61.13,61.35
AGN,53.06,52.25
AIG,25.71,23.99
AIV,32.26,33.52
AIZ,69.09,69.1
AKAM,31.03,31.72
ALL,45.41,44.9
ALTR,18.94,19.23
AMAT,17.97,18.34
AMD,5.11,4.96
AMGN,51.34,51.69
AMP,39.66,39.3
AMT,40.15,41.23
AMZN,70.7,70.63
AN,9.0,8.7
ANF,56.47,54.03
AOC,45.39,45.51
APA,118.0,122.43
APC,67.6,68.72
APD,96.93,97.14
APOL,54.59,55.46
ASH,47.41,47.41
ATI,49.95,51.16
AVB,84.48,87.32
AVP,35.71,35.55
AVY,42.62,43.22
AW,11.95,12.13
AXP,39.08,39.04
AYE,49.15,49.21
AZO,121.1,120.15
BA,65.95,65.99
BAC,21.62,22.36
BAX,64.88,65.3
BBBY,28.79,28.4
BBT,21.81,22.53
BBY,39.85,38.56
BC,16.47,16.89
BCR,87.96,88.69
BDK,55.19,54.97
BDX,82.05,82.98
BEN,86.96,89.7
BF.B,69.47,68.9
BHI,80.62,81.62
BIG,32.23,31.18
BIIB,61.03,60.94
BJS,29.03,29.63
BK,35.45,36.13
BLL,46.35,46.64
BMC,35.15,36.23
BMS,23.11,23.28
BMY,21.6,21.5
BNI,95.75,96.06
BRCM,27.62,27.7
BRL,44.4,44.06
BSC,84.11,86.72
BSX,12.55,12.23
BTU,73.76,75.54
BUD,61.3,61.21
BXP,88.43,91.81
C,16.1,16.28
CA,21.94,22.41
CAG,20.8,21.07
CAH,52.09,52.03
CAM,50.28,51.75
CAT,68.52,68.42
CB,48.5,48.32
CBE,40.18,39.7
CBG,18.22,18.36
CBH,37.67,38.01
CBS,17.66,17.47
CC,4.76,4.87
CCE,16.59,16.62
CCL,32.22,30.88
CCU,35.37,35.4
CEG,80.08,80.28
CELG,70.82,72.63
CFC,6.85,6.96
CHK,58.09,61.58
CHRW,55.58,55.24
CI,35.35,34.29
CIEN,21.6,21.57
CINF,24.18,23.72
CIT,7.69,7.32
CL,70.39,69.87
CLX,53.34,53.09
CMA,23.36,23.52
CMCSA,18.5,18.66
CME,320.99,309.7
CMI,65.0,66.1
CMS,14.25,14.23
CNP,16.03,16.08
CNX,92.25,95.82
COF,39.1,40.35
COH,26.75,25.26
COL,50.77,51.46
COP,87.89,90.1
COST,71.78,70.86
COV,47.43,48.96
CPB,35.09,35.04
CPWR,9.45,9.53
CSC,47.96,47.66
CSCO,21.53,22.13
CSX,58.32,59.91
CTAS,26.1,26.5
CTL,34.66,35.04
CTSH,30.11,30.25
CTX,13.21,12.73
CTXS,27.95,28.52
CVG,14.69,14.78
CVH,29.5,29.34
CVS,38.59,38.5
CVX,93.74,96.25
CZN,11.55,11.78
D,47.04,47.13
DD,41.06,41.51
DDR,30.58,30.98
DDS,9.26,9.35
DE,64.29,65.84
DELL,21.6,22.35
DF,18.07,17.98
DFS,13.86,13.95
DGX,49.05,49.76
DHI,10.1,9.92
DHR,75.32,76.16
DIS,29.59,29.6
DOV,46.26,46.7
DOW,32.36,32.52
DRI,31.43,30.2
DTE,44.52,44.38
DTV,24.89,25.52
DUK,17.54,17.45
DVN,104.59,109.51
DYN,7.97,7.96
EBAY,28.06,28.18
ECL,43.34,43.3
ED,39.1,39.17
EDS,24.72,24.67
EFX,33.14,34.45
EIX,51.66,51.85
EK,14.25,13.53
EL,45.81,44.76
EMC,13.13,13.38
EMN,68.38,67.16
EMR,49.0,49.78
EOG,111.43,116.49
EP,18.9,19.74
EQ,43.26,43.67
EQR,37.74,39.02
ERTS,44.28,45.15
ESRX,65.01,64.91
ESV,74.18,76.02
ETFC,3.0,2.87
ETN,80.51,81.43
ETR,121.92,121.98
EXC,90.05,91.64
EXPD,43.12,43.15
EXPE,17.81,17.6
F,5.06,4.58
FCX,104.49,106.19
FDO,24.14,22.8
FDX,75.49,75.22
FE,82.21,82.88
FHN,6.55,6.69
FII,31.85,32.39
FIS,21.8,21.0
FISV,47.41,47.91
FITB,11.37,11.84
FLR,169.73,175.32
FNM,12.82,13.2
FO,55.24,54.56
FPL,66.98,68.07
FRE,8.45,8.0
FRX,35.48,36.12
GAS,40.92,40.56
GCI,19.13,18.45
GD,81.63,81.69
GE,27.55,27.64
GENZ,75.86,75.77
GGP,30.91,31.48
GILD,53.82,54.59
GIS,62.7,63.47
GLW,20.71,20.16
GM,10.46,9.69
GME,39.31,38.92
GNW,17.25,17.17
GOOG,545.0,540.57
GPC,38.88,38.52
GPS,16.26,15.95
GR,46.3,46.24
GS,167.51,170.16
GT,17.47,17.0
GWW,84.19,84.58
HAL,46.85,47.99
HAR,38.27,37.52
HAS,34.02,34.21
HBAN,5.64,5.72
HCBK,17.18,17.48
HD,22.41,21.87
HES,110.34,112.98
HIG,61.71,62.08
HNZ,49.43,49.65
HOG,34.84,33.7
HON,49.99,51.25
HOT,36.8,35.55
HPC,16.85,16.66
HPQ,42.14,41.45
HRB,23.82,22.88
HSP,39.03,39.02
HST,12.27,12.2
HSY,33.55,33.66
HUM,37.01,38.01
IACI,17.25,17.83
IBM,120.66,123.18
ICE,95.5,85.3
IFF,39.09,39.58
IGT,23.67,23.66
INTC,19.88,20.62
INTU,26.76,26.88
IP,22.81,22.55
IPG,7.89,7.78
IR,35.57,35.41
ITT,60.33,61.05
ITW,46.24,46.34
JAVA,9.88,9.77
JBL,15.9,15.09
JCI,28.82,28.4
JCP,34.47,31.93
JDSU,10.69,10.59
JEC,70.74,74.79
JNJ,66.06,66.94
JNPR,22.05,22.04
JNS,23.6,23.67
JNY,13.27,13.38
JPM,34.0,34.51
JWN,29.9,28.52
K,50.79,50.85
KBH,16.49,15.73
KEY,10.42,10.23
KFT,28.98,28.95
KG,10.995,10.94
KIM,31.87,32.87
KLAC,37.81,38.74
KMB,60.09,60.0
KO,50.95,50.04
KR,29.27,29.33
KSS,42.23,39.94
LEG,14.58,14.95
LEH,19.63,17.3
LEN,11.22,10.94
LH,68.57,68.9
LIZ,12.69,12.16
LLL,92.24,91.73
LLTC,30.87,30.95
LLY,48.28,48.16
LM,36.23,36.35
LMT,102.31,103.51
LNC,45.25,45.81
LOW,20.18,19.42
LSI,5.82,6.02
LTD,15.9,15.37
LTR,42.95,43.68
LUK,43.89,43.59
LUV,13.38,13.41
LXK,30.61,30.67
M,17.95,16.39
MAR,24.7,24.07
MAS,14.54,14.67
MAT,17.8,17.41
MBI,4.04,4.2
MCD,59.14,58.44
MCHP,28.76,29.23
MCK,55.37,55.64
MCO,30.99,32.92
MDP,25.14,24.63
MDT,52.7,53.12
MER,29.2,28.71
MET,52.53,52.46
MHP,36.68,36.62
MHS,48.45,48.99
MI,12.87,12.73
MIL,67.24,67.42
MKC,36.48,36.26
MMC,29.08,29.02
MMM,68.79,68.92
MNST,18.38,18.63
MO,21.01,21.23
MOLX,22.73,22.99
MON,119.03,120.0
MOT,7.12,6.95
MRK,37.65,37.0
MRO,47.55,46.98
MS,33.72,33.51
MSFT,25.18,25.45
MTB,69.33,69.21
MTG,6.51,5.18
MTW,26.13,27.26
MU,5.47,5.46
MUR,86.98,90.31
MWV,22.93,23.08
MYL,12.18,12.12
NBL,88.55,90.65
NBR,44.8,46.29
NCC,4.67,4.55
NE,57.78,59.22
NEM,47.71,49.18
NI,17.96,17.92
NKE,56.85,55.67
NOC,65.01,65.7
NOV,79.24,82.0
NOVL,5.8,5.78
NSC,61.85,62.31
NSM,20.1,20.51
NTAP,22.52,22.06
NTRS,68.1,69.37
NUE,66.92,66.43
NVDA,11.85,11.79
NVLS,19.85,20.05
NWL,16.12,15.84
NWS.A,14.35,14.56
NYT,13.95,13.62
NYX,44.44,43.82
ODP,7.24,7.2
OMC,40.68,41.2
OMX,23.64,23.22
ORCL,21.16,21.29
OXY,81.14,83.6
PAYX,31.47,31.95
PBG,27.67,27.2
PBI,32.85,32.25
PCAR,40.81,41.09
PCG,39.0,39.65
PCL,41.44,42.04
PCP,95.98,98.58
PDCO,28.85,29.18
PEG,44.34,44.9
PEP,65.5,65.59
PFE,18.15,18.03
PFG,39.64,38.61
PG,63.71,64.22
PGN,42.0,41.97
PGR,19.61,18.96
PH,70.05,69.05
PHM,9.85,9.07
PKI,28.42,28.99
PLD,49.08,49.79
PLL,39.92,40.0
PNC,55.29,55.91
PNW,32.01,32.41
POM,25.61,25.5
PPG,55.29,55.43
PPL,51.77,51.87
PRU,60.19,58.97
PSA,76.5,78.0
PTV,21.29,21.15
PX,92.57,92.35
Q,3.74,3.78
QCOM,46.85,48.17
