A,13.85,13.99
AA,5.95,5.73
AAPL,96.3,95.93
ABC,29.58,31.25
ABI,32.37,32.86
ABK,11.25,12.41
ABT,46.94,46.85
ACAS,1.24,0.98
ACE,52.73,52.75
ACS,46.91,46.8
ADBE,19.24,18.68
ADI,19.99,20.16
ADM,28.12,27.81
ADP,35.96,35.36
ADSK,12.76,12.83
AEE,20.31,20.16
AEP,25.01,25.25
AES,6.1,6.14
AET,23.7,24.31
AFL,15.19,14.58
AGN,40.11,41.32
AIG,0.42,0.5
AIV,6.05,5.85
AIZ,20.35,20.46
AKAM,18.78,18.42
ALL,16.78,16.82
ALTR,17.4,17.5
AMAT,10.14,10.59
AMD,2.39,2.52
AMGN,50.61,51.25
AMP,17.94,17.91
AMT,29.9,29.24
AMZN,69.64,68.63
AN,11.95,12.1
ANF,20.6,21.43
AOC,38.57,38.93
APA,60.0,60.94
APC,37.18,36.38
APD,51.23,52.73
APOL,68.9,68.8
ASH,46.29,46.43
ATI,20.6,21.02
AVB,49.91,48.99
AVP,16.77,17.15
AVY,19.43,19.25
AW,10.66,10.77
AXP,13.14,13.09
AYE,21.52,21.65
AZO,161.68,160.51
BA,33.72,33.4
BAC,6.25,5.76
BAX,50.86,51.16
BBBY,22.672,22.93
BBT,18.5,17.28
BBY,29.46,29.69
BC,16.47,16.89
BCR,72.5,74.94
BDK,23.91,24.01
BDX,64.05,65.18
BEN,48.88,49.04
BF.B,38.9,38.66
BHI,29.44,29.33
BIG,20.0,20.13
BIIB,48.8,48.5
BJS,9.58,9.7
BK,24.51,23.67
BLL,39.41,39.81
BMC,29.72,29.74
BMS,18.9,19.26
BMY,21.0,20.95
BNI,56.18,55.41
BRCM,18.99,19.11
BRL,49.13,49.21
BSC,84.11,86.72
BSX,7.24,7.42
BTU,25.55,24.54
BUD,47.74,47.7
BXP,39.31,37.64
C,1.83,1.78
CA,17.26,16.71
CAG,14.66,14.81
CAH,30.13,31.54
CAM,21.0,20.54
CAT,27.44,26.78
CB,37.4,37.66
CBE,23.57,23.88
CBG,3.32,3.06
CBH,37.67,38.01
CBS,4.04,3.88
CC,4.76,4.87
CCE,11.25,11.25
CCL,20.88,20.54
CCU,31.35,32.14
CEG,16.99,18.05
CELG,47.71,48.2
CFC,6.85,6.96
CHK,16.07,15.46
CHRW,42.55,42.72
CI,16.65,17.24
CIEN,7.31,6.9
CINF,20.62,21.09
CIT,2.7,2.7
CL,56.87,57.62
CLX,49.75,50.45
CMA,18.11,17.82
CMCSA,13.24,13.03
CME,202.99,198.15
CMI,23.04,22.52
CMS,11.2,11.28
CNP,9.8,10.14
CNX,27.3,26.05
COF,13.41,12.56
COH,14.55,14.69
COL,30.74,30.39
COP,37.9,36.41
COST,40.99,42.2
COV,31.14,32.12
CPB,26.45,26.93
CPWR,5.82,5.74
CSC,35.12,35.39
CSCO,15.46,15.51
CSX,23.66,23.21
CTAS,20.65,20.95
CTL,25.33,25.04
CTSH,20.61,20.97
CTX,7.25,7.16
CTXS,24.11,23.09
CVG,6.28,6.7
CVH,10.29,10.99
CVS,26.24,26.53
CVX,63.88,62.91
CZN,11.07,11.49
D,28.87,29.53
DD,19.19,19.49
DDR,1.95,1.89
DDS,16.07,16.26
DE,30.02,29.65
DELL,9.52,9.37
DF,21.2,21.13
DFS,6.56,6.23
DGX,45.96,46.4
DHI,8.66,8.49
DHR,54.42,54.11
DIS,17.64,17.13
DOV,25.0,24.83
DOW,7.23,7.56
DRI,28.21,28.6
DTE,25.19,25.54
DTV,21.12,21.0
DUK,12.75,12.86
DVN,44.87,45.17
DYN,1.18,1.21
EBAY,12.22,11.93
ECL,31.87,32.23
ED,35.02,35.06
EDS,18.75,19.05
EFX,21.31,21.44
EIX,27.01,27.59
EK,2.99,3.58
EL,21.69,22.14
EMC,10.7,10.68
EMN,23.03,23.36
EMR,27.64,26.82
EOG,58.75,58.99
EP,6.1,6.2
EQ,34.49,33.8
EQR,21.11,20.33
ERTS,17.63,17.76
ESRX,47.98,48.27
ESV,25.68,25.37
ETFC,0.7,0.75
ETN,33.43,33.61
ETR,61.45,60.53
EXC,41.66,42.02
EXPD,25.64,26.74
EXPE,7.05,7.38
F,2.19,2.19
FCX,38.0,37.04
FDO,31.5,31.52
FDX,38.81,38.0
FE,37.15,35.79
FHN,9.95,9.79
FII,20.55,20.31
FIS,16.99,17.11
FISV,32.74,32.83
FITB,1.77,1.75
FLR,41.1,39.85
FNM,28.0,28.27
FO,20.93,21.59
FPL,44.82,45.21
FRE,25.53,26.18
FRX,20.46,20.79
GAS,29.09,29.46
GCI,2.23,2.14
GD,37.81,37.6
GE,9.9,9.62
GENZ,55.76,56.14
GGP,34.8,37.37
GILD,44.58,45.43
GIS,52.41,52.6
GLW,11.93,11.71
GM,2.44,2.72
GME,25.5,25.66
GNW,1.5,1.51
GOOG,326.1,324.42
GPC,27.18,27.6
GPS,11.45,11.99
GR,34.41,34.5
GS,97.79,98.8
GT,5.25,5.24
GWW,66.88,65.85
HAL,16.71,16.11
HAR,11.79,11.65
HAS,23.21,23.25
HBAN,1.76,1.56
HCBK,10.42,10.55
HD,20.44,20.71
HES,59.33,58.65
HIG,6.43,7.04
HNZ,32.76,32.79
HOG,11.05,10.74
HON,27.58,26.93
HOT,12.56,12.27
HPC,18.13,18.74
HPQ,29.6,29.45
HRB,19.01,18.84
HSP,24.08,24.57
HST,4.87,4.65
HSY,32.38,33.21
HUM,23.41,24.83
IACI,21.6,22.06
IBM,90.4,90.36
ICE,66.74,68.43
IFF,28.06,28.32
IGT,8.79,9.25
INTC,14.57,14.7
INTU,25.33,25.34
IP,6.0,6.17
IPG,4.2,4.01
IR,14.05,13.87
ITT,36.29,36.28
ITW,28.59,27.85
JAVA,4.67,4.78
JBL,3.61,4.03
JCI,9.61,9.81
JCP,16.94,16.44
JDSU,2.88,2.91
JEC,42.06,40.35
JNJ,49.68,50.64
JNPR,14.77,14.74
JNS,4.75,5.29
JNY,3.2,3.53
JPM,23.59,23.75
JWN,15.3,15.55
K,37.0,36.99
KBH,10.99,10.85
KEY,8.1,7.7
KFT,22.4,22.53
KG,7.16,7.09
KIM,9.5,9.18
KLAC,17.79,18.52
KMB,45.29,46.02
KO,41.08,41.22
KR,21.38,21.27
KSS,38.6,38.22
LEG,12.04,11.98
LEH,53.51,55.57
LEN,8.5,8.49
LH,55.85,57.14
LIZ,18.05,18.41
LLL,59.58,60.29
LLTC,22.96,22.67
LLY,30.23,30.64
LM,14.26,14.7
LMT,61.41,61.2
LNC,8.61,9.03
LOW,15.88,15.89
LSI,2.94,3.14
LTD,7.9,8.23
LTR,42.95,43.68
LUK,13.58,13.85
LUV,5.66,5.72
LXK,16.91,17.09
M,8.21,8.33
MAR,15.66,15.48
MAS,5.1,5.09
MAT,11.46,11.54
MBI,4.0,4.25
MCD,52.67,52.38
MCHP,20.44,20.4
MCK,35.36,35.9
MCO,18.21,18.26
MDP,14.3,14.95
MDT,27.47,28.58
MER,52.37,54.42
MET,17.49,17.74
MHP,20.21,19.7
MHS,38.85,40.98
MI,4.79,4.52
MIL,54.11,54.87
MKC,31.36,31.81
MMC,18.21,19.38
MMM,48.32,48.0
MNST,28.07,28.48
MO,16.28,16.68
MOLX,11.65,11.79
MON,82.27,79.11
MOT,3.83,3.75
MRK,24.26,27.07
MRO,23.79,23.63
MS,24.71,25.43
MSFT,16.98,16.65
MTB,38.73,39.34
MTG,14.99,15.98
MTW,3.81,3.61
MU,3.53,3.64
MUR,44.14,46.06
MWV,9.36,9.75
MYL,13.0,13.27
NBL,48.43,47.79
NBR,9.36,8.88
NCC,16.8,17.24
NE,24.81,24.37
NEM,38.01,38.54
NI,8.93,9.02
NKE,44.76,44.67
NOC,36.68,36.57
NOV,29.51,28.9
NOVL,3.68,3.67
NSC,30.15,29.28
NSM,10.94,10.05
NTAP,15.02,15.05
NTRS,59.7,58.73
NUE,37.38,37.38
NVDA,9.71,9.8
NVLS,13.37,14.06
NWL,5.27,5.61
NWS.A,19.1,19.48
NYT,4.15,4.25
NYX,18.09,17.71
ODP,1.1,1.1
OMC,23.47,23.61
OMX,23.64,23.22
ORCL,15.65,15.56
OXY,56.75,54.69
PAYX,22.63,22.75
PBG,19.21,19.46
PBI,20.27,20.2
PCAR,23.5,23.49
PCG,37.34,36.22
PCL,26.98,26.9
PCP,54.29,53.9
PDCO,17.34,17.99
PEG,24.16,24.85
PEP,48.58,48.62
PFE,13.96,14.54
PFG,8.31,7.77
PG,46.1,46.95
PGN,32.57,32.34
PGR,12.02,12.31
PH,31.08,30.77
PHM,10.19,10.0
PKI,11.53,11.73
PLD,7.65,6.94
PLL,18.95,19.37
PNC,28.26,28.15
PNW,24.44,24.31
POM,11.11,11.34
PPG,33.07,33.0
PPL,25.16,25.84
PRU,18.08,18.76
PSA,57.67,56.77
PTV,11.59,12.22
PX,62.73,64.05
Q,3.13,3.39
QCOM,36.63,36.75
QLGC,10.0,10.22
R,23.5,23.64
RAI,34.17,35.27
RDC,12.89,12.6
RF,3.8,3.89
RHI,16.5,16.47
RIG,137.96,140.65
RL,35.71,36.73
ROH,78.18,78.2
ROK,21.36,21.19
RRC,38.83,38.81
RRD,6.72,6.84
RSH,8.0,8.11
RTN,35.1,33.82
RX,12.22,12.41
S,3.95,4.14
SAF,47.64,47.95
SBUX,10.07,10.56
SCHW,13.9,14.09
SE,12.49,12.58
SEE,12.25,12.59
SGP,22.42,24.21
SHLD,39.18,40.0
SHW,46.69,47.35
SIAL,34.51,34.6
SII,22.1,21.53
SLB,40.35,39.3
SLE,7.53,7.68
SLM,4.36,4.41
SNA,23.9,24.24
SNDK,9.94,11.05
SO,27.04,27.14
SOV,11.6,11.75
SPG,35.9,34.73
SPLS,16.21,16.2
SRE,40.47,40.57
SSP,42.59,42.98
STI,13.02,12.21
STJ,35.31,36.67
STR,27.5,27.91
STT,24.09,22.66
STZ,13.13,13.05
SUN,29.34,27.88
SVU,14.87,14.98
SWK,26.7,26.92
SWY,19.11,19.24
SYK,33.06,33.81
SYMC,13.76,13.77
SYY,20.67,21.65
T,24.63,24.27
TAP,32.14,31.68
TDC,16.64,17.12
TE,9.94,10.12
TEG,23.55,23.5
TEL,9.1,9.51
TER,4.24,4.3
TEX,67.93,69.1
TGT,28.69,29.97
THC,0.97,1.03
TIE,4.95,4.89
TIF,19.81,19.68
TJX,24.57,24.84
TLAB,4.09,4.14
TMK,23.19,23.21
TMO,34.18,34.69
TROW,26.44,26.45
TRV,37.17,38.34
TSN,9.4,9.41
TSO,12.95,12.8
TSS,12.41,12.94
TT,44.4,45.05
TWX,8.43,8.22
TXN,16.02,16.21
TXT,5.16,5.0
TYC,19.28,18.89
UIS,4.17,4.36
UNH,20.51,21.36
UNM,10.88,11.02
UNP,37.51,37.18
UPS,43.63,43.09
USB,14.09,13.57
UST,56.09,56.85
UTX,41.46,40.57
VAR,29.56,31.3
VFC,53.19,53.59
VIA.B,15.18,15.15
VLO,17.9,17.33
VMC,37.62,39.62
VNO,38.72,37.36
VRSN,20.49,20.17
VZ,28.29,28.4
WAG,23.48,23.88
WAT,31.15,31.62
WB,34.16,34.72
WEN,24.09,24.71
WFC,14.48,13.94
WFMI,14.08,14.38
WFR,15.5,15.43
WFT,11.22,11.1
WHR,26.15,25.38
